"ref_area.label","source.label","indicator.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_source.label"
"Mauritania","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): '5-11","2015",17.807,,"Repository: ILO-STATISTICS - Micro data processing"
"Mauritania","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): 12-14","2015",5.966,,"Repository: ILO-STATISTICS - Micro data processing"
"Mauritania","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): 15-17","2015",1.133,,"Repository: ILO-STATISTICS - Micro data processing"
"Mauritania","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): '5-17","2015",14.778,,"Repository: ILO-STATISTICS - Micro data processing"
"Mauritania","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): '5-11","2015",19.689,,"Repository: ILO-STATISTICS - Micro data processing"
"Mauritania","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): 12-14","2015",8.84,,"Repository: ILO-STATISTICS - Micro data processing"
"Mauritania","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): 15-17","2015",2.166,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Mauritania","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): '5-17","2015",10.409,,"Repository: ILO-STATISTICS - Micro data processing"
"Mauritania","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): '5-11","2015",15.856,,"Repository: ILO-STATISTICS - Micro data processing"
"Mauritania","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): 12-14","2015",3.485,,"Repository: ILO-STATISTICS - Micro data processing"
"Mauritania","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): 15-17","2015",,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Malawi","CLS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): '5-17","2015",25.944,,"Repository: ILO-STATISTICS - Micro data processing"
"Malawi","CLS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): '5-11","2015",36.286,,"Repository: ILO-STATISTICS - Micro data processing"
"Malawi","CLS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): 12-14","2015",18.526,,"Repository: ILO-STATISTICS - Micro data processing"
"Malawi","CLS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): 15-17","2015",1.756,,"Repository: ILO-STATISTICS - Micro data processing"
"Malawi","CLS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): '5-17","2015",26.671,,"Repository: ILO-STATISTICS - Micro data processing"
"Malawi","CLS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): '5-11","2015",36.501,,"Repository: ILO-STATISTICS - Micro data processing"
"Malawi","CLS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): 12-14","2015",20.113,,"Repository: ILO-STATISTICS - Micro data processing"
"Malawi","CLS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): 15-17","2015",2.677,,"Repository: ILO-STATISTICS - Micro data processing"
"Malawi","CLS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): '5-17","2015",25.218,,"Repository: ILO-STATISTICS - Micro data processing"
"Malawi","CLS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): '5-11","2015",36.068,,"Repository: ILO-STATISTICS - Micro data processing"
"Malawi","CLS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): 12-14","2015",16.953,,"Repository: ILO-STATISTICS - Micro data processing"
"Malawi","CLS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): 15-17","2015",0.854,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Niger","HIES - National Survey on Household Living Conditions","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): '5-17","2014",36.153,,"Repository: ILO-STATISTICS - Micro data processing"
"Niger","HIES - National Survey on Household Living Conditions","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): '5-11","2014",33.513,,"Repository: ILO-STATISTICS - Micro data processing"
"Niger","HIES - National Survey on Household Living Conditions","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): 12-14","2014",51.858,,"Repository: ILO-STATISTICS - Micro data processing"
"Niger","HIES - National Survey on Household Living Conditions","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): 15-17","2014",22.295,,"Repository: ILO-STATISTICS - Micro data processing"
"Niger","HIES - National Survey on Household Living Conditions","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): '5-17","2014",43.579,,"Repository: ILO-STATISTICS - Micro data processing"
"Niger","HIES - National Survey on Household Living Conditions","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): '5-11","2014",37.643,,"Repository: ILO-STATISTICS - Micro data processing"
"Niger","HIES - National Survey on Household Living Conditions","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): 12-14","2014",65.656,,"Repository: ILO-STATISTICS - Micro data processing"
"Niger","HIES - National Survey on Household Living Conditions","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): 15-17","2014",36.067,,"Repository: ILO-STATISTICS - Micro data processing"
"Niger","HIES - National Survey on Household Living Conditions","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): '5-17","2014",27.707,,"Repository: ILO-STATISTICS - Micro data processing"
"Niger","HIES - National Survey on Household Living Conditions","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): '5-11","2014",28.895,,"Repository: ILO-STATISTICS - Micro data processing"
"Niger","HIES - National Survey on Household Living Conditions","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): 12-14","2014",35.336,,"Repository: ILO-STATISTICS - Micro data processing"
"Niger","HIES - National Survey on Household Living Conditions","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): 15-17","2014",6.538,,"Repository: ILO-STATISTICS - Micro data processing"
"Niger","HS - Demographic and Health Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): '5-11","2012",31.577,,"Repository: ILO-STATISTICS - Micro data processing"
"Niger","HS - Demographic and Health Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): 12-14","2012",13.631,,"Repository: ILO-STATISTICS - Micro data processing"
"Niger","HS - Demographic and Health Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): '5-11","2012",33.148,,"Repository: ILO-STATISTICS - Micro data processing"
"Niger","HS - Demographic and Health Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): 12-14","2012",14.367,,"Repository: ILO-STATISTICS - Micro data processing"
"Niger","HS - Demographic and Health Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): '5-11","2012",29.964,,"Repository: ILO-STATISTICS - Micro data processing"
"Niger","HS - Demographic and Health Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): 12-14","2012",12.846,,"Repository: ILO-STATISTICS - Micro data processing"
"Nigeria","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): '5-17","2017",28.72,,"Repository: ILO-STATISTICS - Micro data processing"
"Nigeria","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): '5-11","2017",42.831,,"Repository: ILO-STATISTICS - Micro data processing"
"Nigeria","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): 12-14","2017",10.301,,"Repository: ILO-STATISTICS - Micro data processing"
"Nigeria","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): 15-17","2017",1.255,,"Repository: ILO-STATISTICS - Micro data processing"
"Nigeria","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): '5-17","2017",29.884,,"Repository: ILO-STATISTICS - Micro data processing"
"Nigeria","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): '5-11","2017",44.646,,"Repository: ILO-STATISTICS - Micro data processing"
"Nigeria","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): 12-14","2017",10.236,,"Repository: ILO-STATISTICS - Micro data processing"
"Nigeria","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): 15-17","2017",1.756,,"Repository: ILO-STATISTICS - Micro data processing"
"Nigeria","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): '5-17","2017",27.515,,"Repository: ILO-STATISTICS - Micro data processing"
"Nigeria","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): '5-11","2017",40.928,,"Repository: ILO-STATISTICS - Micro data processing"
"Nigeria","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): 12-14","2017",10.356,,"Repository: ILO-STATISTICS - Micro data processing"
"Nigeria","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): 15-17","2017",0.616,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Rwanda","HIES - Integrated Household Survey on Living Conditions","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): 12-14","2017",4.003,,"Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers"
"Rwanda","HIES - Integrated Household Survey on Living Conditions","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): 15-17","2017",7.627,,"Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers"
"Rwanda","HIES - Integrated Household Survey on Living Conditions","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): 12-14","2017",4.844,,"Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers"
"Rwanda","HIES - Integrated Household Survey on Living Conditions","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): 15-17","2017",7.664,,"Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers"
"Rwanda","HIES - Integrated Household Survey on Living Conditions","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): 12-14","2017",3.153,,"Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers"
"Rwanda","HIES - Integrated Household Survey on Living Conditions","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): 15-17","2017",7.591,,"Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers"
"Sudan","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): '5-17","2014",15.269,,"Repository: ILO-STATISTICS - Micro data processing"
"Sudan","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): '5-11","2014",20.971,,"Repository: ILO-STATISTICS - Micro data processing"
"Sudan","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): 12-14","2014",8.93,,"Repository: ILO-STATISTICS - Micro data processing"
"Sudan","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): 15-17","2014",2.905,,"Repository: ILO-STATISTICS - Micro data processing"
"Sudan","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): '5-17","2014",17.293,,"Repository: ILO-STATISTICS - Micro data processing"
"Sudan","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): '5-11","2014",23.513,,"Repository: ILO-STATISTICS - Micro data processing"
"Sudan","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): 12-14","2014",10.235,,"Repository: ILO-STATISTICS - Micro data processing"
"Sudan","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): 15-17","2014",4.308,,"Repository: ILO-STATISTICS - Micro data processing"
"Sudan","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): '5-17","2014",13.217,,"Repository: ILO-STATISTICS - Micro data processing"
"Sudan","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): '5-11","2014",18.403,,"Repository: ILO-STATISTICS - Micro data processing"
"Sudan","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): 12-14","2014",7.66,,"Repository: ILO-STATISTICS - Micro data processing"
"Sudan","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): 15-17","2014",1.377,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Senegal","HS - Demographic and Health Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): '5-17","2016",17.137,,"Repository: ILO-STATISTICS - Micro data processing"
"Senegal","HS - Demographic and Health Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): '5-11","2016",19.953,,"Repository: ILO-STATISTICS - Micro data processing"
"Senegal","HS - Demographic and Health Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): 12-14","2016",17.608,,"Repository: ILO-STATISTICS - Micro data processing"
"Senegal","HS - Demographic and Health Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): 15-17","2016",7.041,,"Repository: ILO-STATISTICS - Micro data processing"
"Senegal","HS - Demographic and Health Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): '5-17","2016",25.652,,"Repository: ILO-STATISTICS - Micro data processing"
"Senegal","HS - Demographic and Health Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): '5-11","2016",29.366,,"Repository: ILO-STATISTICS - Micro data processing"
"Senegal","HS - Demographic and Health Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): 12-14","2016",26.964,,"Repository: ILO-STATISTICS - Micro data processing"
"Senegal","HS - Demographic and Health Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): 15-17","2016",11.509,,"Repository: ILO-STATISTICS - Micro data processing"
"Senegal","HS - Demographic and Health Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): '5-17","2016",8.641,,"Repository: ILO-STATISTICS - Micro data processing"
"Senegal","HS - Demographic and Health Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): '5-11","2016",10.621,,"Repository: ILO-STATISTICS - Micro data processing"
"Senegal","HS - Demographic and Health Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): 12-14","2016",8.032,,"Repository: ILO-STATISTICS - Micro data processing"
"Senegal","HS - Demographic and Health Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): 15-17","2016",2.614,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): '5-17","2017",20.999,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): '5-11","2017",29.316,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): 12-14","2017",12.493,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): 15-17","2017",1.485,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): '5-17","2017",22.435,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): '5-11","2017",30.813,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): 12-14","2017",13.259,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): 15-17","2017",1.902,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): '5-17","2017",19.591,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): '5-11","2017",27.813,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): 12-14","2017",11.693,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): 15-17","2017",1.133,,"Repository: ILO-STATISTICS - Micro data processing"
"Sao Tome and Principe","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): '5-17","2014",12.755,,"Repository: ILO-STATISTICS - Micro data processing"
"Sao Tome and Principe","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): '5-11","2014",18.493,,"Repository: ILO-STATISTICS - Micro data processing"
"Sao Tome and Principe","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): 12-14","2014",6.139,,"Repository: ILO-STATISTICS - Micro data processing"
"Sao Tome and Principe","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): 15-17","2014",2.927,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Sao Tome and Principe","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): '5-17","2014",11.957,,"Repository: ILO-STATISTICS - Micro data processing"
"Sao Tome and Principe","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): '5-11","2014",16.89,,"Repository: ILO-STATISTICS - Micro data processing"
"Sao Tome and Principe","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): 12-14","2014",4.063,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Sao Tome and Principe","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): 15-17","2014",5.302,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Sao Tome and Principe","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): '5-17","2014",13.526,,"Repository: ILO-STATISTICS - Micro data processing"
"Sao Tome and Principe","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): '5-11","2014",20.126,,"Repository: ILO-STATISTICS - Micro data processing"
"Sao Tome and Principe","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): 12-14","2014",8.06,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Sao Tome and Principe","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): 15-17","2014",,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Eswatini","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): '5-11","2010",8.429,,"Repository: ILO-STATISTICS - Micro data processing"
"Eswatini","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): 12-14","2010",0.659,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Eswatini","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): '5-11","2010",8.923,,"Repository: ILO-STATISTICS - Micro data processing"
"Eswatini","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): 12-14","2010",0.836,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Eswatini","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): '5-11","2010",7.908,,"Repository: ILO-STATISTICS - Micro data processing"
"Eswatini","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): 12-14","2010",,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Chad","HS - Demographic and Health Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): '5-17","2015",17.743,,"Repository: ILO-STATISTICS - Micro data processing"
"Chad","HS - Demographic and Health Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): '5-11","2015",24.66,,"Repository: ILO-STATISTICS - Micro data processing"
"Chad","HS - Demographic and Health Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): 12-14","2015",7.954,,"Repository: ILO-STATISTICS - Micro data processing"
"Chad","HS - Demographic and Health Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): 15-17","2015",1.028,,"Repository: ILO-STATISTICS - Micro data processing"
"Chad","HS - Demographic and Health Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): '5-17","2015",18.134,,"Repository: ILO-STATISTICS - Micro data processing"
"Chad","HS - Demographic and Health Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): '5-11","2015",25.032,,"Repository: ILO-STATISTICS - Micro data processing"
"Chad","HS - Demographic and Health Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): 12-14","2015",8.603,,"Repository: ILO-STATISTICS - Micro data processing"
"Chad","HS - Demographic and Health Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): 15-17","2015",1.12,,"Repository: ILO-STATISTICS - Micro data processing"
