"ref_area.label","source.label","indicator.label","sex.label","classif1.label","classif2.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Sierra Leone","HS - Integrated Household Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 25-54","Type of trainee: Total trainees","2003",14.97,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Integrated Household Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 25-54","Type of trainee: Apprentices","2003",14.97,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Integrated Household Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 55-64","Type of trainee: Total trainees","2003",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Integrated Household Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 55-64","Type of trainee: Apprentices","2003",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Integrated Household Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 65+","Type of trainee: Total trainees","2003",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Integrated Household Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 65+","Type of trainee: Apprentices","2003",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Integrated Household Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): Total","Detailed: Total trainees","2003",23.95,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Integrated Household Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): Total","Detailed: Unpaid apprentices","2003",23.95,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Integrated Household Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 15-24","Detailed: Total trainees","2003",29.54,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Integrated Household Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 15-24","Detailed: Unpaid apprentices","2003",29.54,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Integrated Household Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 25-54","Detailed: Total trainees","2003",22.7,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Integrated Household Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 25-54","Detailed: Unpaid apprentices","2003",22.7,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Integrated Household Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 55-64","Detailed: Total trainees","2003",18.55,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Integrated Household Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 55-64","Detailed: Unpaid apprentices","2003",18.55,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Integrated Household Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 65+","Detailed: Total trainees","2003",12.72,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Integrated Household Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 65+","Detailed: Unpaid apprentices","2003",12.72,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Integrated Household Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): Total","Detailed: Total trainees","2003",35.52,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Integrated Household Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): Total","Detailed: Unpaid apprentices","2003",35.52,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Integrated Household Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 15-24","Detailed: Total trainees","2003",43.07,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Integrated Household Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 15-24","Detailed: Unpaid apprentices","2003",43.07,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Integrated Household Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 25-54","Detailed: Total trainees","2003",32.64,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Integrated Household Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 25-54","Detailed: Unpaid apprentices","2003",32.64,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Integrated Household Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 55-64","Detailed: Total trainees","2003",34.21,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Integrated Household Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 55-64","Detailed: Unpaid apprentices","2003",34.21,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Integrated Household Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 65+","Detailed: Total trainees","2003",23.64,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Integrated Household Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 65+","Detailed: Unpaid apprentices","2003",23.64,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Integrated Household Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): Total","Detailed: Total trainees","2003",14.03,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Integrated Household Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): Total","Detailed: Unpaid apprentices","2003",14.03,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Integrated Household Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 15-24","Detailed: Total trainees","2003",17.28,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Integrated Household Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 15-24","Detailed: Unpaid apprentices","2003",17.28,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Integrated Household Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 25-54","Detailed: Total trainees","2003",14.97,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Integrated Household Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 25-54","Detailed: Unpaid apprentices","2003",14.97,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Integrated Household Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 55-64","Detailed: Total trainees","2003",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Integrated Household Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 55-64","Detailed: Unpaid apprentices","2003",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Integrated Household Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 65+","Detailed: Total trainees","2003",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","HS - Integrated Household Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 65+","Detailed: Unpaid apprentices","2003",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): Total","Paid or unpaid: Total trainees","2014",50.31,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): Total","Paid or unpaid: Paid","2014",7.51,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): Total","Paid or unpaid: Unpaid","2014",42.8,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 15-24","Paid or unpaid: Total trainees","2014",37.93,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 15-24","Paid or unpaid: Paid","2014",9.62,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 15-24","Paid or unpaid: Unpaid","2014",28.31,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 25-54","Paid or unpaid: Total trainees","2014",61.46,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 25-54","Paid or unpaid: Paid","2014",7.53,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 25-54","Paid or unpaid: Unpaid","2014",53.93,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 55-64","Paid or unpaid: Total trainees","2014",38.67,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 55-64","Paid or unpaid: Paid","2014",2.15,"Unreliable","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 55-64","Paid or unpaid: Unpaid","2014",36.51,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 65+","Paid or unpaid: Total trainees","2014",28.81,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 65+","Paid or unpaid: Paid","2014",3.59,"Unreliable","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 65+","Paid or unpaid: Unpaid","2014",25.22,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): Total","Paid or unpaid: Total trainees","2014",70.31,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): Total","Paid or unpaid: Paid","2014",10.31,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): Total","Paid or unpaid: Unpaid","2014",60,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 15-24","Paid or unpaid: Total trainees","2014",41.83,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 15-24","Paid or unpaid: Paid","2014",11.49,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 15-24","Paid or unpaid: Unpaid","2014",30.34,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 25-54","Paid or unpaid: Total trainees","2014",90.97,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 25-54","Paid or unpaid: Paid","2014",10.79,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 25-54","Paid or unpaid: Unpaid","2014",80.18,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 55-64","Paid or unpaid: Total trainees","2014",65.42,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 55-64","Paid or unpaid: Paid","2014",4.34,"Unreliable","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 55-64","Paid or unpaid: Unpaid","2014",61.09,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 65+","Paid or unpaid: Total trainees","2014",41.46,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 65+","Paid or unpaid: Paid","2014",7.59,"Unreliable","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 65+","Paid or unpaid: Unpaid","2014",33.87,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): Total","Paid or unpaid: Total trainees","2014",31.85,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): Total","Paid or unpaid: Paid","2014",4.93,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): Total","Paid or unpaid: Unpaid","2014",26.93,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 15-24","Paid or unpaid: Total trainees","2014",34.21,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 15-24","Paid or unpaid: Paid","2014",7.84,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 15-24","Paid or unpaid: Unpaid","2014",26.37,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 25-54","Paid or unpaid: Total trainees","2014",34.83,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 25-54","Paid or unpaid: Paid","2014",4.59,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 25-54","Paid or unpaid: Unpaid","2014",30.24,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 55-64","Paid or unpaid: Total trainees","2014",12.25,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 55-64","Paid or unpaid: Unpaid","2014",12.25,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 65+","Paid or unpaid: Total trainees","2014",17.46,"Unreliable","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 65+","Paid or unpaid: Unpaid","2014",17.46,"Unreliable","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): Total","Type of trainee: Total trainees","2014",50.31,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): Total","Type of trainee: Apprentices","2014",50.31,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 15-24","Type of trainee: Total trainees","2014",37.93,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 15-24","Type of trainee: Apprentices","2014",37.93,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 25-54","Type of trainee: Total trainees","2014",61.46,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 25-54","Type of trainee: Apprentices","2014",61.46,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 55-64","Type of trainee: Total trainees","2014",38.67,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 55-64","Type of trainee: Apprentices","2014",38.67,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 65+","Type of trainee: Total trainees","2014",28.81,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 65+","Type of trainee: Apprentices","2014",28.81,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): Total","Type of trainee: Total trainees","2014",70.31,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): Total","Type of trainee: Apprentices","2014",70.31,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 15-24","Type of trainee: Total trainees","2014",41.83,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 15-24","Type of trainee: Apprentices","2014",41.83,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 25-54","Type of trainee: Total trainees","2014",90.97,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 25-54","Type of trainee: Apprentices","2014",90.97,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 55-64","Type of trainee: Total trainees","2014",65.42,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 55-64","Type of trainee: Apprentices","2014",65.42,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 65+","Type of trainee: Total trainees","2014",41.46,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 65+","Type of trainee: Apprentices","2014",41.46,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): Total","Type of trainee: Total trainees","2014",31.85,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): Total","Type of trainee: Apprentices","2014",31.85,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 15-24","Type of trainee: Total trainees","2014",34.21,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 15-24","Type of trainee: Apprentices","2014",34.21,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 25-54","Type of trainee: Total trainees","2014",34.83,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 25-54","Type of trainee: Apprentices","2014",34.83,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
